"N_Protocol" "Status" "Species" "Branch_N" "Length" "N_Thorns" "N_Twigs" "Longest_thorn" "N_browsed_Twigs" "Branch_esc" "FlowerOrFruit" "BDI" "Thorn_density" "BrowRate" "Bite" "browsing_environment"
2 "Escaped" "Prunus" 10 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
2 "Escaped" "Prunus" 11 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
2 "Escaped" "Prunus" 12 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
1 "Escaped" "Prunus" 1 10 1 5 3.5 2 "yes" NA 0.5 0.1 0.2 1 "low_herbivory"
1 "Escaped" "Prunus" 2 10 0 1 NA 1 "yes" NA 0.1 0 0.1 1 "low_herbivory"
1 "Escaped" "Prunus" 3 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
1 "Escaped" "Prunus" 4 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
1 "Escaped" "Prunus" 5 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
1 "Escaped" "Prunus" 6 10 0 4 NA 1 "yes" NA 0.4 0 0.1 1 "low_herbivory"
1 "Escaped" "Prunus" 7 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
1 "Escaped" "Prunus" 8 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
1 "Escaped" "Prunus" 9 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
1 "Escaped" "Prunus" 10 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
1 "Escaped" "Prunus" 11 10 0 1 NA 1 "yes" NA 0.1 0 0.1 1 "low_herbivory"
1 "Escaped" "Prunus" 12 10 0 6 NA 3 "yes" NA 0.6 0 0.3 1 "low_herbivory"
2 "Escaped" "Prunus" 1 10 0 2 NA 0 "yes" NA 0.2 0 0 0 "low_herbivory"
2 "Escaped" "Prunus" 2 10 0 1 NA 1 "yes" NA 0.1 0 0.1 1 "low_herbivory"
2 "Escaped" "Prunus" 3 10 0 12 NA 2 "yes" NA 1.2 0 0.2 1 "low_herbivory"
2 "Escaped" "Prunus" 4 10 0 2 NA 0 "yes" NA 0.2 0 0 0 "low_herbivory"
2 "Escaped" "Prunus" 5 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
2 "Escaped" "Prunus" 6 10 0 9 NA 0 "yes" NA 0.9 0 0 0 "low_herbivory"
2 "Escaped" "Prunus" 7 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
2 "Escaped" "Prunus" 8 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
2 "Escaped" "Prunus" 9 10 0 8 NA 2 "yes" NA 0.8 0 0.2 1 "low_herbivory"
2 "Escaped" "Prunus" 10 10 0 4 NA 2 "yes" NA 0.4 0 0.2 1 "low_herbivory"
2 "Escaped" "Prunus" 11 10 0 6 NA 0 "yes" NA 0.6 0 0 0 "low_herbivory"
2 "Escaped" "Prunus" 12 10 0 4 NA 0 "yes" NA 0.4 0 0 0 "low_herbivory"
5 "Escaped" "Prunus" 1 10 0 2 NA 2 "yes" NA 0.2 0 0.2 1 "low_herbivory"
5 "Escaped" "Prunus" 2 10 0 10 NA 5 "yes" NA 1 0 0.5 1 "low_herbivory"
5 "Escaped" "Prunus" 3 10 0 11 NA 4 "yes" NA 1.1 0 0.4 1 "low_herbivory"
5 "Escaped" "Prunus" 4 10 0 5 NA 0 "yes" NA 0.5 0 0 0 "low_herbivory"
5 "Escaped" "Prunus" 5 10 0 5 NA 3 "yes" NA 0.5 0 0.3 1 "low_herbivory"
5 "Escaped" "Prunus" 6 10 1 7 1.8 1 "yes" NA 0.7 0.1 0.1 1 "low_herbivory"
5 "Escaped" "Prunus" 7 10 0 8 NA 0 "yes" NA 0.8 0 0 0 "low_herbivory"
5 "Escaped" "Prunus" 8 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
5 "Escaped" "Prunus" 9 10 0 2 NA 0 "yes" NA 0.2 0 0 0 "low_herbivory"
5 "Escaped" "Prunus" 10 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
5 "Escaped" "Prunus" 11 10 1 4 1.5 1 "yes" NA 0.4 0.1 0.1 1 "low_herbivory"
5 "Escaped" "Prunus" 12 10 0 4 NA 2 "yes" NA 0.4 0 0.2 1 "low_herbivory"
6 "Escaped" "Prunus" 1 10 0 1 NA 1 "yes" NA 0.1 0 0.1 1 "low_herbivory"
6 "Escaped" "Prunus" 2 10 0 1 NA 1 "yes" NA 0.1 0 0.1 1 "low_herbivory"
6 "Escaped" "Prunus" 3 10 0 1 NA 1 "yes" NA 0.1 0 0.1 1 "low_herbivory"
6 "Escaped" "Prunus" 4 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
6 "Escaped" "Prunus" 5 10 0 1 NA 1 "yes" NA 0.1 0 0.1 1 "low_herbivory"
6 "Escaped" "Prunus" 6 10 0 1 NA 1 "yes" NA 0.1 0 0.1 1 "low_herbivory"
6 "Escaped" "Prunus" 7 10 0 4 NA 3 "yes" NA 0.4 0 0.3 1 "low_herbivory"
6 "Escaped" "Prunus" 8 10 0 1 NA 1 "yes" NA 0.1 0 0.1 1 "low_herbivory"
6 "Escaped" "Prunus" 9 10 0 1 NA 1 "yes" NA 0.1 0 0.1 1 "low_herbivory"
6 "Escaped" "Prunus" 10 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
6 "Escaped" "Prunus" 11 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
6 "Escaped" "Prunus" 12 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
7 "Escaped" "Prunus" 1 10 0 1 NA 1 "yes" NA 0.1 0 0.1 1 "low_herbivory"
7 "Escaped" "Prunus" 2 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
7 "Escaped" "Prunus" 3 10 0 3 NA 2 "yes" NA 0.3 0 0.2 1 "low_herbivory"
7 "Escaped" "Prunus" 4 10 0 4 NA 0 "yes" NA 0.4 0 0 0 "low_herbivory"
7 "Escaped" "Prunus" 5 10 0 3 NA 1 "yes" NA 0.3 0 0.1 1 "low_herbivory"
7 "Escaped" "Prunus" 6 10 0 1 NA 1 "yes" NA 0.1 0 0.1 1 "low_herbivory"
7 "Escaped" "Prunus" 7 10 0 1 NA 1 "yes" NA 0.1 0 0.1 1 "low_herbivory"
7 "Escaped" "Prunus" 8 10 0 1 NA 1 "yes" NA 0.1 0 0.1 1 "low_herbivory"
7 "Escaped" "Prunus" 9 10 0 1 NA 1 "yes" NA 0.1 0 0.1 1 "low_herbivory"
7 "Escaped" "Prunus" 10 10 0 1 NA 1 "yes" NA 0.1 0 0.1 1 "low_herbivory"
7 "Escaped" "Prunus" 11 10 0 1 NA 1 "yes" NA 0.1 0 0.1 1 "low_herbivory"
7 "Escaped" "Prunus" 12 10 0 3 NA 1 "yes" NA 0.3 0 0.1 1 "low_herbivory"
8 "Escaped" "Prunus" 1 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
8 "Escaped" "Prunus" 2 10 0 2 NA 2 "yes" NA 0.2 0 0.2 1 "low_herbivory"
8 "Escaped" "Prunus" 3 10 0 1 NA 1 "yes" NA 0.1 0 0.1 1 "low_herbivory"
8 "Escaped" "Prunus" 4 10 0 1 NA 1 "yes" NA 0.1 0 0.1 1 "low_herbivory"
8 "Escaped" "Prunus" 5 10 1 2 1.9 1 "yes" NA 0.2 0.1 0.1 1 "low_herbivory"
8 "Escaped" "Prunus" 6 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
8 "Escaped" "Prunus" 7 10 0 2 NA 1 "yes" NA 0.2 0 0.1 1 "low_herbivory"
8 "Escaped" "Prunus" 8 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
8 "Escaped" "Prunus" 9 10 0 1 NA 1 "yes" NA 0.1 0 0.1 1 "low_herbivory"
8 "Escaped" "Prunus" 10 10 0 1 NA 1 "yes" NA 0.1 0 0.1 1 "low_herbivory"
8 "Escaped" "Prunus" 11 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
8 "Escaped" "Prunus" 12 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
3 "Escaped" "Prunus" 1 10 0 14 NA 6 "yes" NA 1.4 0 0.6 1 "low_herbivory"
3 "Escaped" "Prunus" 2 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
3 "Escaped" "Prunus" 3 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
3 "Escaped" "Prunus" 4 10 0 2 NA 0 "yes" NA 0.2 0 0 0 "low_herbivory"
3 "Escaped" "Prunus" 5 10 0 2 NA 1 "yes" NA 0.2 0 0.1 1 "low_herbivory"
3 "Escaped" "Prunus" 6 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
3 "Escaped" "Prunus" 7 10 0 5 NA 3 "yes" NA 0.5 0 0.3 1 "low_herbivory"
3 "Escaped" "Prunus" 8 10 0 2 NA 0 "yes" NA 0.2 0 0 0 "low_herbivory"
3 "Escaped" "Prunus" 9 10 0 2 NA 0 "yes" NA 0.2 0 0 0 "low_herbivory"
3 "Escaped" "Prunus" 10 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
3 "Escaped" "Prunus" 11 10 0 6 NA 0 "yes" NA 0.6 0 0 0 "low_herbivory"
3 "Escaped" "Prunus" 12 10 0 2 NA 0 "yes" NA 0.2 0 0 0 "low_herbivory"
4 "Escaped" "Prunus" 1 10 5 7 3.9 1 "yes" NA 0.7 0.5 0.1 1 "low_herbivory"
4 "Escaped" "Prunus" 2 10 0 1 NA 1 "yes" NA 0.1 0 0.1 1 "low_herbivory"
4 "Escaped" "Prunus" 3 10 0 1 NA 1 "yes" NA 0.1 0 0.1 1 "low_herbivory"
4 "Escaped" "Prunus" 4 10 0 5 NA 2 "yes" NA 0.5 0 0.2 1 "low_herbivory"
4 "Escaped" "Prunus" 5 10 0 4 NA 0 "yes" NA 0.4 0 0 0 "low_herbivory"
4 "Escaped" "Prunus" 6 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
4 "Escaped" "Prunus" 7 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
4 "Escaped" "Prunus" 8 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
4 "Escaped" "Prunus" 9 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
4 "Escaped" "Prunus" 10 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
4 "Escaped" "Prunus" 11 10 1 6 1.7 2 "yes" NA 0.6 0.1 0.2 1 "low_herbivory"
4 "Escaped" "Prunus" 12 10 1 6 2.6 0 "yes" NA 0.6 0.1 0 0 "low_herbivory"
1 "Escaped" "Prunus" 1 10 0 1 NA 1 "yes" NA 0.1 0 0.1 1 "low_herbivory"
1 "Escaped" "Prunus" 2 10 0 1 NA 1 "yes" NA 0.1 0 0.1 1 "low_herbivory"
1 "Escaped" "Prunus" 3 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
1 "Escaped" "Prunus" 4 10 0 1 NA 1 "yes" NA 0.1 0 0.1 1 "low_herbivory"
1 "Escaped" "Prunus" 5 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
1 "Escaped" "Prunus" 6 10 3 10 3.1 1 "yes" NA 1 0.3 0.1 1 "low_herbivory"
1 "Escaped" "Prunus" 7 10 0 1 NA 1 "yes" NA 0.1 0 0.1 1 "low_herbivory"
1 "Escaped" "Prunus" 8 10 0 1 NA 1 "yes" NA 0.1 0 0.1 1 "low_herbivory"
1 "Escaped" "Prunus" 9 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
1 "Escaped" "Prunus" 10 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
1 "Escaped" "Prunus" 11 10 0 3 NA 0 "yes" NA 0.3 0 0 0 "low_herbivory"
1 "Escaped" "Prunus" 12 10 0 6 NA 1 "yes" NA 0.6 0 0.1 1 "low_herbivory"
2 "Escaped" "Prunus" 1 10 0 9 NA 2 "yes" NA 0.9 0 0.2 1 "low_herbivory"
2 "Escaped" "Prunus" 2 10 0 7 NA 1 "yes" NA 0.7 0 0.1 1 "low_herbivory"
2 "Escaped" "Prunus" 3 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
2 "Escaped" "Prunus" 4 10 0 3 NA 0 "yes" NA 0.3 0 0 0 "low_herbivory"
2 "Escaped" "Prunus" 5 10 0 2 NA 2 "yes" NA 0.2 0 0.2 1 "low_herbivory"
2 "Escaped" "Prunus" 6 10 0 1 NA 1 "yes" NA 0.1 0 0.1 1 "low_herbivory"
2 "Escaped" "Prunus" 7 10 0 7 NA 4 "yes" NA 0.7 0 0.4 1 "low_herbivory"
2 "Escaped" "Prunus" 8 10 0 2 NA 2 "yes" NA 0.2 0 0.2 1 "low_herbivory"
2 "Escaped" "Prunus" 9 10 0 4 NA 1 "yes" NA 0.4 0 0.1 1 "low_herbivory"
2 "Escaped" "Prunus" 10 10 0 2 NA 1 "yes" NA 0.2 0 0.1 1 "low_herbivory"
2 "Escaped" "Prunus" 11 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
2 "Escaped" "Prunus" 12 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
1 "Escaped" "Prunus" 1 10 1 4 NA 2 "yes" NA 0.4 0.1 0.2 1 "low_herbivory"
1 "Escaped" "Prunus" 2 10 0 3 NA 0 "yes" NA 0.3 0 0 0 "low_herbivory"
1 "Escaped" "Prunus" 3 10 0 9 NA 1 "yes" NA 0.9 0 0.1 1 "low_herbivory"
1 "Escaped" "Prunus" 4 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
1 "Escaped" "Prunus" 5 10 0 3 NA 0 "yes" NA 0.3 0 0 0 "low_herbivory"
1 "Escaped" "Prunus" 6 10 5 9 3 2 "yes" NA 0.9 0.5 0.2 1 "low_herbivory"
1 "Escaped" "Prunus" 7 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
1 "Escaped" "Prunus" 8 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
1 "Escaped" "Prunus" 9 10 0 5 NA 3 "yes" NA 0.5 0 0.3 1 "low_herbivory"
1 "Escaped" "Prunus" 10 10 0 6 NA 0 "yes" NA 0.6 0 0 0 "low_herbivory"
1 "Escaped" "Prunus" 11 10 0 6 NA 1 "yes" NA 0.6 0 0.1 1 "low_herbivory"
1 "Escaped" "Prunus" 12 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
2 "Escaped" "Prunus" 1 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
2 "Escaped" "Prunus" 2 10 0 2 NA 0 "yes" NA 0.2 0 0 0 "low_herbivory"
2 "Escaped" "Prunus" 3 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
2 "Escaped" "Prunus" 4 10 0 1 NA 1 "yes" NA 0.1 0 0.1 1 "low_herbivory"
2 "Escaped" "Prunus" 5 10 0 5 NA 2 "yes" NA 0.5 0 0.2 1 "low_herbivory"
2 "Escaped" "Prunus" 6 10 0 7 NA 1 "yes" NA 0.7 0 0.1 1 "low_herbivory"
2 "Escaped" "Prunus" 7 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
2 "Escaped" "Prunus" 8 10 0 6 NA 0 "yes" NA 0.6 0 0 0 "low_herbivory"
2 "Escaped" "Prunus" 9 10 0 1 NA 1 "yes" NA 0.1 0 0.1 1 "low_herbivory"
2 "Escaped" "Prunus" 10 10 0 10 NA 4 "yes" NA 1 0 0.4 1 "low_herbivory"
2 "Escaped" "Prunus" 11 10 1 6 NA 0 "yes" NA 0.6 0.1 0 0 "low_herbivory"
2 "Escaped" "Prunus" 12 10 0 7 NA 1 "yes" NA 0.7 0 0.1 1 "low_herbivory"
5 "Escaped" "Prunus" 1 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
5 "Escaped" "Prunus" 2 10 0 2 NA 0 "yes" NA 0.2 0 0 0 "low_herbivory"
5 "Escaped" "Prunus" 3 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
5 "Escaped" "Prunus" 4 10 0 1 NA 1 "yes" NA 0.1 0 0.1 1 "low_herbivory"
5 "Escaped" "Prunus" 5 10 0 3 NA 0 "yes" NA 0.3 0 0 0 "low_herbivory"
5 "Escaped" "Prunus" 6 10 1 4 3.2 2 "yes" NA 0.4 0.1 0.2 1 "low_herbivory"
5 "Escaped" "Prunus" 7 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
5 "Escaped" "Prunus" 8 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
5 "Escaped" "Prunus" 9 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
5 "Escaped" "Prunus" 10 10 0 1 NA 1 "yes" NA 0.1 0 0.1 1 "low_herbivory"
5 "Escaped" "Prunus" 11 10 0 1 NA 1 "yes" NA 0.1 0 0.1 1 "low_herbivory"
5 "Escaped" "Prunus" 12 10 0 3 NA 0 "yes" NA 0.3 0 0 0 "low_herbivory"
6 "Escaped" "Prunus" 1 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
6 "Escaped" "Prunus" 2 10 0 2 NA 1 "yes" NA 0.2 0 0.1 1 "low_herbivory"
6 "Escaped" "Prunus" 3 10 0 4 NA 0 "yes" NA 0.4 0 0 0 "low_herbivory"
6 "Escaped" "Prunus" 4 10 0 1 NA 1 "yes" NA 0.1 0 0.1 1 "low_herbivory"
6 "Escaped" "Prunus" 5 10 0 4 NA 3 "yes" NA 0.4 0 0.3 1 "low_herbivory"
6 "Escaped" "Prunus" 6 10 0 8 NA 6 "yes" NA 0.8 0 0.6 1 "low_herbivory"
6 "Escaped" "Prunus" 7 10 6 8 3.5 2 "yes" NA 0.8 0.6 0.2 1 "low_herbivory"
6 "Escaped" "Prunus" 8 10 2 7 3.2 1 "yes" NA 0.7 0.2 0.1 1 "low_herbivory"
6 "Escaped" "Prunus" 9 10 1 5 2.1 1 "yes" NA 0.5 0.1 0.1 1 "low_herbivory"
6 "Escaped" "Prunus" 10 10 3 10 5.2 1 "yes" NA 1 0.3 0.1 1 "low_herbivory"
1 "Escaped" "Pyrus" 1 10 2 2 3.5 2 "yes" NA 0.2 0.2 0.2 1 "low_herbivory"
1 "Escaped" "Pyrus" 2 10 5 1 6.2 1 "yes" NA 0.1 0.5 0.1 1 "low_herbivory"
1 "Escaped" "Pyrus" 3 10 0 2 NA 2 "yes" NA 0.2 0 0.2 1 "low_herbivory"
1 "Escaped" "Pyrus" 4 10 5 4 2.7 0 "yes" NA 0.4 0.5 0 0 "low_herbivory"
1 "Escaped" "Pyrus" 5 10 1 4 2.3 2 "yes" NA 0.4 0.1 0.2 1 "low_herbivory"
1 "Escaped" "Pyrus" 6 10 3 1 3.8 1 "yes" NA 0.1 0.3 0.1 1 "low_herbivory"
1 "Escaped" "Pyrus" 7 10 2 3 2.4 1 "yes" NA 0.3 0.2 0.1 1 "low_herbivory"
1 "Escaped" "Pyrus" 8 10 2 4 6.7 0 "yes" NA 0.4 0.2 0 0 "low_herbivory"
1 "Escaped" "Pyrus" 9 10 3 2 2.2 1 "yes" NA 0.2 0.3 0.1 1 "low_herbivory"
1 "Escaped" "Pyrus" 10 10 3 3 3.5 2 "yes" NA 0.3 0.3 0.2 1 "low_herbivory"
1 "Escaped" "Pyrus" 11 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
1 "Escaped" "Pyrus" 12 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
10 "Escaped" "Pyrus" 1 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
10 "Escaped" "Pyrus" 2 10 5 2 5.7 2 "yes" NA 0.2 0.5 0.2 1 "low_herbivory"
10 "Escaped" "Pyrus" 3 10 3 6 7.3 3 "yes" NA 0.6 0.3 0.3 1 "low_herbivory"
10 "Escaped" "Pyrus" 4 10 6 2 4.9 2 "yes" NA 0.2 0.6 0.2 1 "low_herbivory"
10 "Escaped" "Pyrus" 5 10 0 1 NA 1 "yes" NA 0.1 0 0.1 1 "low_herbivory"
10 "Escaped" "Pyrus" 6 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
10 "Escaped" "Pyrus" 7 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
10 "Escaped" "Pyrus" 8 10 1 1 3.1 0 "yes" NA 0.1 0.1 0 0 "low_herbivory"
10 "Escaped" "Pyrus" 9 10 1 1 2.5 1 "yes" NA 0.1 0.1 0.1 1 "low_herbivory"
10 "Escaped" "Pyrus" 10 10 2 3 4.6 3 "yes" NA 0.3 0.2 0.3 1 "low_herbivory"
10 "Escaped" "Pyrus" 11 10 0 1 NA 1 "yes" NA 0.1 0 0.1 1 "low_herbivory"
10 "Escaped" "Pyrus" 12 10 0 4 NA 4 "yes" NA 0.4 0 0.4 1 "low_herbivory"
6 "Escaped" "Pyrus" 1 10 1 1 1.2 1 "yes" NA 0.1 0.1 0.1 1 "low_herbivory"
6 "Escaped" "Pyrus" 2 10 1 1 1.4 0 "yes" NA 0.1 0.1 0 0 "low_herbivory"
6 "Escaped" "Pyrus" 3 10 2 1 0.8 0 "yes" NA 0.1 0.2 0 0 "low_herbivory"
6 "Escaped" "Pyrus" 4 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
6 "Escaped" "Pyrus" 5 10 2 1 1.1 1 "yes" NA 0.1 0.2 0.1 1 "low_herbivory"
6 "Escaped" "Pyrus" 6 10 0 1 NA 1 "yes" NA 0.1 0 0.1 1 "low_herbivory"
6 "Escaped" "Pyrus" 7 10 0 1 NA 1 "yes" NA 0.1 0 0.1 1 "low_herbivory"
6 "Escaped" "Pyrus" 8 10 1 2 NA 1 "yes" NA 0.2 0.1 0.1 1 "low_herbivory"
6 "Escaped" "Pyrus" 9 10 0 1 NA 1 "yes" NA 0.1 0 0.1 1 "low_herbivory"
8 "Escaped" "Pyrus" 1 10 0 2 NA 1 "yes" NA 0.2 0 0.1 1 "low_herbivory"
8 "Escaped" "Pyrus" 2 10 3 4 4 1 "yes" NA 0.4 0.3 0.1 1 "low_herbivory"
8 "Escaped" "Pyrus" 3 10 0 2 NA 1 "yes" NA 0.2 0 0.1 1 "low_herbivory"
8 "Escaped" "Pyrus" 4 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
8 "Escaped" "Pyrus" 5 10 0 1 NA 1 "yes" NA 0.1 0 0.1 1 "low_herbivory"
8 "Escaped" "Pyrus" 6 10 1 1 4.4 0 "yes" NA 0.1 0.1 0 0 "low_herbivory"
8 "Escaped" "Pyrus" 7 10 1 1 6.6 1 "yes" NA 0.1 0.1 0.1 1 "low_herbivory"
8 "Escaped" "Pyrus" 8 10 2 3 4.7 1 "yes" NA 0.3 0.2 0.1 1 "low_herbivory"
8 "Escaped" "Pyrus" 9 10 1 4 7.4 1 "yes" NA 0.4 0.1 0.1 1 "low_herbivory"
8 "Escaped" "Pyrus" 10 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
8 "Escaped" "Pyrus" 11 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
8 "Escaped" "Pyrus" 12 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
9 "Escaped" "Pyrus" 1 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
9 "Escaped" "Pyrus" 2 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
9 "Escaped" "Pyrus" 3 10 1 8 4.6 3 "yes" NA 0.8 0.1 0.3 1 "low_herbivory"
9 "Escaped" "Pyrus" 4 10 1 1 4.1 1 "yes" NA 0.1 0.1 0.1 1 "low_herbivory"
9 "Escaped" "Pyrus" 5 10 2 1 5.6 1 "yes" NA 0.1 0.2 0.1 1 "low_herbivory"
9 "Escaped" "Pyrus" 6 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
9 "Escaped" "Pyrus" 7 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
9 "Escaped" "Pyrus" 8 10 4 1 5.1 0 "yes" NA 0.1 0.4 0 0 "low_herbivory"
9 "Escaped" "Pyrus" 9 10 5 2 5.4 2 "yes" NA 0.2 0.5 0.2 1 "low_herbivory"
9 "Escaped" "Pyrus" 10 10 0 1 NA 1 "yes" NA 0.1 0 0.1 1 "low_herbivory"
9 "Escaped" "Pyrus" 11 10 2 5 3.1 4 "yes" NA 0.5 0.2 0.4 1 "low_herbivory"
9 "Escaped" "Pyrus" 12 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
1 "Escaped" "Malus" 1 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
1 "Escaped" "Malus" 2 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
1 "Escaped" "Malus" 3 10 0 8 NA 6 "yes" NA 0.8 0 0.6 1 "low_herbivory"
1 "Escaped" "Malus" 4 10 0 1 NA 1 "yes" NA 0.1 0 0.1 1 "low_herbivory"
1 "Escaped" "Malus" 5 10 0 6 NA 4 "yes" NA 0.6 0 0.4 1 "low_herbivory"
1 "Escaped" "Malus" 6 10 0 9 NA 1 "yes" NA 0.9 0 0.1 1 "low_herbivory"
1 "Escaped" "Malus" 7 10 0 7 NA 2 "yes" NA 0.7 0 0.2 1 "low_herbivory"
1 "Escaped" "Malus" 8 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
1 "Escaped" "Malus" 9 10 0 2 NA 2 "yes" NA 0.2 0 0.2 1 "low_herbivory"
1 "Escaped" "Malus" 10 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
1 "Escaped" "Malus" 11 10 0 5 NA 0 "yes" NA 0.5 0 0 0 "low_herbivory"
1 "Escaped" "Malus" 12 10 0 2 NA 2 "yes" NA 0.2 0 0.2 1 "low_herbivory"
1 "Escaped" "Malus" 1 10 0 10 NA 7 "yes" NA 1 0 0.7 1 "low_herbivory"
1 "Escaped" "Malus" 2 10 0 10 NA 4 "yes" NA 1 0 0.4 1 "low_herbivory"
1 "Escaped" "Malus" 3 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
1 "Escaped" "Malus" 4 10 1 11 0.6 3 "yes" NA 1.1 0.1 0.3 1 "low_herbivory"
1 "Escaped" "Malus" 5 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
1 "Escaped" "Malus" 6 10 0 10 NA 9 "yes" NA 1 0 0.9 1 "low_herbivory"
1 "Escaped" "Malus" 7 10 0 2 NA 0 "yes" NA 0.2 0 0 0 "low_herbivory"
1 "Escaped" "Malus" 8 10 0 1 NA 0 "yes" NA 0.1 0 0 0 "low_herbivory"
1 "Escaped" "Malus" 9 10 1 7 1.8 5 "yes" NA 0.7 0.1 0.5 1 "low_herbivory"
1 "Escaped" "Malus" 10 10 0 1 NA 1 "yes" NA 0.1 0 0.1 1 "low_herbivory"
2 "Escaped" "Malus" 1 10 0 3 NA 0 "yes" NA 0.3 0 0 0 "low_herbivory"
